stop month,station id,number of bikes,avg trip duration,station name,latitude,longitude
March,3164.0,3478,710.5836687751581,Columbus Ave & W 72 St,40.7770575,-73.97898475
March,3165.0,3607,1234.492098696978,Central Park West & W 72 St,40.77579376683666,-73.97620573639871
March,3166.0,1649,1186.4523953911462,Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448
March,3167.0,3871,836.0772410229915,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842
March,3168.0,2812,1358.6842105263158,Central Park West & W 85 St,40.78472675,-73.96961715
March,3169.0,1035,1136.232850241546,Riverside Dr & W 82 St,40.78720869,-73.98128127
March,3170.0,1902,723.034174553102,W 84 St & Columbus Ave,40.78499979,-73.97283406
March,3171.0,2265,737.7218543046357,Amsterdam Ave & W 82 St,40.78524672,-73.97667321
March,3172.0,1425,717.4743859649122,W 74 St & Columbus Ave,40.7785669,-73.97754961
March,3173.0,1688,1054.3483412322275,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659
March,3175.0,2361,792.4053367217281,W 70 St & Amsterdam Ave,40.77748046,-73.98288594
March,3177.0,1523,862.8128693368352,W 84 St & Broadway,40.7867947,-73.977112
March,3178.0,745,1476.158389261745,Riverside Dr & W 78 St,40.78414472,-73.98362492
March,3179.0,409,4143.344743276283,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342
March,3184.0,2,5345.0,Paulus Hook,40.7141454,-74.0335519
March,3196.0,1,2011.0,Riverview Park,40.7443187,-74.04399090000001
March,3221.0,284,1112.75,47 Ave & 31 St,40.743,-73.93561
March,3223.0,2232,810.1227598566309,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727
March,3226.0,1653,1082.0998185117967,W 82 St & Central Park West,40.78275,-73.97137
March,3231.0,820,805.9780487804878,E 67 St & Park Ave,40.76780080148132,-73.96592080593109
March,3232.0,2066,725.8547918683446,Bond St & Fulton St,40.68962188790333,-73.98304268717766
March,3233.0,4011,744.9498878085266,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799
March,3235.0,3467,703.1427747331987,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882
March,3236.0,3439,785.7984879325385,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187
March,3241.0,650,790.0630769230769,Monroe St & Tompkins Ave,40.686203000000006,-73.944694
March,3242.0,1255,723.4191235059761,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397
March,3243.0,1280,947.35625,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478
March,3244.0,3419,701.6861655454811,University Pl & E 8 St,40.73143724085228,-73.99490341544151
March,3245.0,19,309437.94736842107,NYCBS DEPOT - DELANCEY,40.71644423134479,-73.9823305606842
March,3249.0,445,623.3977528089888,Verona Pl & Fulton St,40.680356084043396,-73.94767910242079
March,3250.0,1,667.0,58th St Depot,40.716909780459645,-73.98383796215056
March,3255.0,8591,833.8460016296124,8 Ave & W 31 St,40.7505853470215,-73.9946848154068
March,3256.0,3160,1108.2012658227848,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
March,3258.0,4398,701.537744429286,W 27 St & 10 Ave,40.750181563256824,-74.00218427181244
March,3259.0,3038,798.2896642527979,9 Ave & W 28 St,40.74937024193277,-73.99923384189607
March,3260.0,3163,663.8074612709453,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554
March,3263.0,5927,594.8736291547157,Cooper Square & Astor Pl,40.729514962249496,-73.99075269699097
March,3276.0,1,64034.0,Marin Light Rail,40.71458403535893,-74.04281705617905
March,3282.0,3114,1489.7161207450224,5 Ave & E 88 St,40.78307,-73.95939
March,3283.0,1514,878.3579920739762,W 89 St & Columbus Ave,40.7882213,-73.97041561
March,3284.0,986,934.8914807302232,E 88 St & Park Ave,40.781410700190015,-73.95595908164978
March,3285.0,1257,789.2712808273667,W 87 St & Amsterdam Ave,40.78839,-73.9747
March,3286.0,1423,883.5130007027407,E 89 St & 3 Ave,40.7806284,-73.9521667
March,3288.0,1381,946.8674873280231,E 88 St & 1 Ave,40.778301,-73.9488134
March,3289.0,988,750.1417004048583,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178
March,3290.0,998,865.5390781563126,E 89 St & York Ave,40.7779453,-73.94604100000001
March,3292.0,1148,1755.4294425087107,5 Ave & E 93 St,40.785785100000005,-73.957481
March,3293.0,1400,793.3192857142857,W 92 St & Broadway,40.7921,-73.9739
March,3294.0,1006,892.5069582504971,E 91 St & Park Ave,40.7835016,-73.955327
March,3295.0,2008,1267.0109561752988,Central Park W & W 96 St,40.791270000000004,-73.964839
March,3296.0,893,623.124300111982,E 93 St & 2 Ave,40.78245417527987,-73.94891962409021
March,3297.0,641,651.2714508580343,6 St & 7 Ave,40.668662700000006,-73.97988067
March,3298.0,859,948.2467986030268,Warren St & Court St,40.686371,-73.99383324
March,3299.0,409,766.3716381418093,E 98 St & Park Ave,40.788129999999995,-73.95206
March,3300.0,888,839.7804054054054,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114
March,3301.0,2383,767.0327318506085,Columbus Ave & W 95 St,40.7919557,-73.968087
March,3302.0,432,1482.6458333333333,Columbus Ave & W 103 St,40.7969347,-73.9643412291
March,3303.0,707,1009.2956152758132,Butler St & Court St,40.6849894,-73.99440329
March,3304.0,1091,692.6581118240147,6 Ave & 9 St,40.668127,-73.98377641
March,3305.0,1597,862.8033813400125,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478
March,3306.0,768,659.0130208333334,10 St & 7 Ave,40.666207799999995,-73.98199886
March,3307.0,1064,1166.9492481203008,West End Ave & W 94 St,40.7941654,-73.974124
March,3308.0,1114,1023.8725314183124,Kane St & Clinton St,40.686175799999994,-73.99645295
March,3309.0,382,772.2434554973822,E 97 St & 3 Ave,40.7859201,-73.94860294
March,3310.0,845,769.614201183432,14 St & 7 Ave,40.663779,-73.98396846
March,3311.0,592,689.456081081081,Columbia St & Kane St,40.68763155,-74.0016256
March,3312.0,1148,793.3658536585366,1 Ave & E 94 St,40.78172120000001,-73.94594000000001
March,3313.0,659,1015.9241274658574,6 Ave & 12 St,40.666318100000005,-73.9854617
March,3314.0,2004,914.0563872255489,W 95 St & Broadway,40.7937704,-73.971888
March,3315.0,1265,555.8498023715415,Henry St & Degraw St,40.684751399999996,-73.99917254
March,3317.0,489,700.1472392638037,10 St & 5 Ave,40.6686273,-73.98700053
March,3318.0,1739,756.5186889016676,2 Ave & E 96 St,40.7839636,-73.94716729999999
March,3319.0,649,1025.9352850539292,14 St & 5 Ave,40.666287,-73.98895053
March,3320.0,1302,1609.3778801843318,Central Park West & W 100 St,40.794066608185524,-73.96286845207214
March,3321.0,931,1504.1450053705694,Clinton St & Union St,40.683116399999996,-73.99785267
March,3322.0,273,930.0586080586081,12 St & 4 Ave,40.668603000000004,-73.99043940000001
March,3323.0,1165,1051.624034334764,W 106 St & Central Park West,40.798185600000004,-73.96059090060001
March,3324.0,366,1029.4262295081967,3 Ave & 14 St,40.6685455,-73.99333264
March,3326.0,203,760.7881773399015,Clinton St & Centre St,40.67434,-74.00194698
March,3327.0,326,736.7453987730062,3 Ave & E 100 St,40.787721399999995,-73.94728331
March,3328.0,1078,848.9508348794063,W 100 St & Manhattan Ave,40.795,-73.9645
March,3329.0,817,664.1627906976744,Degraw St & Smith St,40.6829151,-73.99318208
March,3330.0,94,888.6914893617021,Henry St & Bay St,40.672505799999996,-74.00494695
March,3331.0,769,1406.1326397919377,Riverside Dr & W 104 St,40.8013434,-73.97114574390001
March,3332.0,627,698.0781499202552,Degraw St & Hoyt St,40.68199044270703,-73.99079024791719
March,3333.0,144,1619.3402777777778,Columbia St & Lorraine St,40.6747055,-74.00755720000001
March,3335.0,1086,776.0267034990792,Union St & 4 Ave,40.6772744,-73.98282002
March,3336.0,1292,969.2012383900928,E 97 St & Madison Ave,40.787801,-73.953559
March,3337.0,203,1257.527093596059,Dwight St & Van Dyke St,40.67363551341504,-74.01195555925368
March,3338.0,520,707.8076923076923,2 Ave & E 99 St,40.786258600000004,-73.94552579
March,3339.0,674,711.7032640949554,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
March,3340.0,183,1250.896174863388,Wolcott St & Dwight St,40.6753274,-74.0100698
March,3341.0,680,967.6867647058823,Central Park West & W 102 St,40.795346,-73.96186
March,3342.0,152,764.8552631578947,Pioneer St & Richards St,40.677774799999995,-74.0094613
March,3343.0,669,911.5291479820628,W 107 St & Columbus Ave,40.7997568,-73.9621128676
March,3344.0,407,1213.4152334152334,Pioneer St & Van Brunt St,40.679043,-74.011169
March,3345.0,929,718.0312163616792,Madison Ave & E 99 St,40.78948541553215,-73.9524292945862
March,3346.0,1586,595.9325346784364,Berkeley Pl & 7 Ave,40.675146838709786,-73.9752320945263
March,3347.0,451,1254.5144124168514,Van Brunt St & Wolcott St,40.6773429,-74.01275056
March,3348.0,314,1159.124203821656,Coffey St & Conover St,40.677236,-74.015665
March,3349.0,1501,1156.7848101265822,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984
March,3350.0,1696,1071.6621462264152,W 100 St & Broadway,40.797372100000004,-73.97041192
March,3351.0,1362,685.6248164464024,E 102 St & 1 Ave,40.7869946,-73.94164802
March,3352.0,210,1163.2190476190476,Sigourney St & Columbia St,40.67267243410948,-74.00879524648191
March,3354.0,1272,1169.120283018868,3 St & Prospect Park West,40.668132,-73.97363831
March,3355.0,752,1075.2380319148936,E 66 St & Madison Ave,40.768008893059466,-73.96845281124116
March,3356.0,1284,782.2219626168225,Amsterdam Ave & W 66 St,40.7746671,-73.98470567
March,3357.0,971,845.4634397528322,W 106 St & Amsterdam Ave,40.80083629999999,-73.9664492472
March,3358.0,996,732.6736947791164,Garfield Pl & 8 Ave,40.671197799999995,-73.97484126
March,3359.0,797,1037.3776662484315,E 68 St & Madison Ave,40.7691572,-73.96703464
March,3360.0,2241,764.7130745203034,Amsterdam Ave & W 79 St,40.7829391,-73.9786517
March,3361.0,1192,649.0763422818792,Carroll St & 6 Ave,40.6740886,-73.9787282
March,3362.0,1290,1203.5519379844961,Madison Ave & E 82 St,40.7781314,-73.96069399
March,3363.0,510,672.7039215686275,E 102 St & Park Ave,40.7904828,-73.95033068
March,3364.0,830,633.8325301204819,Carroll St & 5 Ave,40.6751622,-73.9814832
March,3365.0,1168,635.1232876712329,3 St & 7 Ave,40.67038370000001,-73.97839676
March,3366.0,938,854.4029850746268,West End Ave & W 107 St,40.8021174,-73.9681805305
March,3367.0,1562,1038.460947503201,5 Ave & E 103 St,40.792255299999994,-73.95249933
March,3368.0,1048,698.0419847328244,5 Ave & 3 St,40.672815500000006,-73.98352355
March,3369.0,849,768.9340400471143,E 82 St & East End Ave,40.7724607,-73.9468208
March,3370.0,1107,732.0785907859079,E 78 St & 2 Ave,40.7727966,-73.95577801
March,3371.0,362,848.9309392265193,4 Ave & 2 St,40.674613422475815,-73.98501142859459
March,3372.0,1988,816.8204225352113,E 74 St & 1 Ave,40.7689738,-73.95482273
March,3373.0,886,668.2279909706547,3 St & 3 Ave,40.675070500000004,-73.98775226
March,3374.0,2081,1362.0259490629505,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
March,3375.0,840,742.1357142857142,3 Ave & E 72 St,40.7699426,-73.96060712
March,3376.0,1261,832.1950832672483,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505
March,3377.0,849,686.3486454652532,Carroll St & Bond St,40.6786115,-73.99037292
March,3378.0,1250,790.7504,E 76 St & Park Ave,40.773763,-73.96222088
March,3379.0,788,823.0114213197969,E 103 St & Lexington Ave,40.790305100000005,-73.94755757
March,3381.0,587,696.5059625212947,3 St & Hoyt St,40.6777287,-73.99364123
March,3382.0,1461,800.9363449691991,Carroll St & Smith St,40.680611,-73.99475825
March,3383.0,1238,970.81098546042,Cathedral Pkwy & Broadway,40.804213,-73.96699104
March,3384.0,767,584.7105606258149,Smith St & 3 St,40.678724200000005,-73.99599099
March,3386.0,768,814.47265625,1 Pl & Clinton St,40.6809591,-73.99905709
March,3387.0,590,1351.3186440677966,E 106 St & Madison Ave,40.79343370000001,-73.94945003
March,3388.0,698,736.3681948424069,President St & Henry St,40.6828003,-73.99990419
March,3389.0,693,755.5382395382395,Carroll St & Columbia St,40.6830456,-74.00348559
March,3390.0,642,792.7165109034268,E 109 St & 3 Ave,40.79329668,-73.9432083
March,3391.0,417,695.5707434052758,E 106 St & 1 Ave,40.7892529,-73.93956237
March,3392.0,233,956.5321888412017,Commerce St & Van Brunt St,40.681211700000006,-74.00860912
March,3393.0,212,871.2783018867924,Richards St & Delavan St,40.67943270000001,-74.00785041
March,3394.0,262,1035.057251908397,Columbia St & W 9 St,40.6769993,-74.00647134
March,3395.0,207,1438.497584541063,Henry St & W 9 St,40.6763744,-74.00324957
March,3396.0,669,811.7578475336323,Clinton St & 4 Place,40.6783563,-74.00014502
March,3397.0,503,2081.817097415507,Court St & Nelson St,40.6763947,-73.99869893
March,3398.0,884,666.3472850678733,Smith St & 9 St,40.67469570000001,-73.99785768
March,3399.0,446,871.0179372197309,7 St & 3 Ave,40.67260298150126,-73.98983001708984
March,3400.0,1054,735.1565464895635,E 110 St & Madison Ave,40.796153499999996,-73.94782145
March,3401.0,252,839.7777777777778,2 Ave & 9 St,40.6724811,-73.99331394
March,3402.0,1806,1242.4174972314506,Court St & State St,40.6902375,-73.99203074
March,3403.0,610,962.4475409836066,4 Ave & 9 St,40.6705135,-73.98876585
March,3404.0,459,707.5925925925926,7 St & 5 Ave,40.670492200000005,-73.98541675
March,3405.0,538,629.4052044609665,5 St & 6 Ave,40.670483600000004,-73.98208968
March,3407.0,718,1173.908077994429,Union St & Nevins St,40.67909799721684,-73.98765474557877
March,3408.0,1130,766.6734513274337,Congress St & Clinton St,40.6881529,-73.99520919
March,3409.0,2390,645.149790794979,Bergen St & Smith St,40.686744299999994,-73.99063168
March,3410.0,673,921.1054977711739,Dean St & Hoyt St,40.686444200000004,-73.98759104
March,3411.0,879,793.0796359499432,Bond St & Bergen St,40.6849668,-73.98620772
March,3412.0,827,705.0689238210399,Pacific St & Nevins St,40.6853761,-73.98302136
March,3413.0,729,870.1810699588477,Wyckoff St & 3 Ave,40.6827549,-73.98258555
March,3414.0,982,654.908350305499,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923
March,3415.0,700,652.6528571428571,Prospect Pl & 6 Ave,40.6793307,-73.97519523
March,3416.0,1607,548.9066583696329,7 Ave & Park Pl,40.67761470000001,-73.97324283
March,3417.0,954,721.566037735849,Baltic St & 5 Ave,40.6795766,-73.97854971
March,3418.0,1425,864.921403508772,Plaza St West & Flatbush Ave,40.675020700000005,-73.97111473
March,3419.0,752,671.0053191489362,Douglass St & 4 Ave,40.67927879999999,-73.98154004
March,3420.0,1091,999.6131989000917,Douglass St & 3 Ave,40.6802133,-73.98432695
March,3422.0,706,734.9971671388103,Columbia St & Degraw St,40.6859296,-74.00242364
March,3423.0,2157,1825.8878071395457,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121
March,3424.0,456,731.8201754385965,E 106 St & Lexington Ave,40.791976,-73.945993
March,3425.0,911,2295.0472008781558,2 Ave & E 104 St,40.789210499999996,-73.94370784
March,3427.0,4294,733.0554261760597,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016
March,3429.0,2816,615.8938210227273,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863
March,3430.0,892,552.8262331838565,Richardson St & N Henry St,40.71907891179564,-73.94223690032959
March,3432.0,179,37466.245810055865,NYCBS Depot - GOW,40.66906013501107,-73.99463653564453
March,3434.0,1094,852.27239488117,W 88 St & West End Ave,40.790254173304184,-73.97718340158461
March,3435.0,5481,783.8958219303047,Grand St & Elizabeth St,40.718821999999996,-73.99596
March,3437.0,647,1431.565687789799,Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063
March,3440.0,2072,778.0241312741313,Fulton St & Adams St,40.692418292578466,-73.98949474096298
March,3441.0,307,726.3811074918567,10 Hudson Yards,40.752957,-74.00264
March,3443.0,4700,709.3512765957447,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626
March,3449.0,455,1023.4285714285714,Eckford St & Engert Ave,40.72146256229816,-73.94800901412964
March,3452.0,746,649.2439678284182,Bayard St & Leonard St,40.71915571696044,-73.94885390996933
March,3453.0,909,694.1980198019802,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077
March,3454.0,598,654.6688963210702,Leonard St & Maujer St,40.71036854235229,-73.94705951213838
March,3456.0,229,1246.938864628821,Jackson St & Leonard St,40.716380319735606,-73.94821286201476
March,3457.0,1594,737.6712672521958,E 58 St & Madison Ave,40.763025942805186,-73.97209525108337
March,3458.0,3235,763.0340030911901,W 55 St & 6 Ave,40.76309387270797,-73.97835016250609
March,3459.0,2389,770.7794056090414,E 53 St & 3 Ave,40.75763227739443,-73.9693057537079
March,3461.0,2503,704.926488214143,Murray St & Greenwich St,40.71485150526252,-74.01122331619263
March,3463.0,2925,777.4526495726495,E 16 St & Irving Pl,40.735367055605394,-73.98797392845155
March,3466.0,2559,1037.7205939820242,W 45 St & 6 Ave,40.75668720603179,-73.98257732391356
March,3467.0,3320,827.2060240963856,W Broadway & Spring Street,40.72494672359416,-74.00165855884552
March,3469.0,454,950.9603524229075,India St & West St,40.73181401720966,-73.95995020866394
March,3472.0,2845,1021.6165202108963,W 15 St & 10 Ave,40.742753828659026,-74.00747358798982
March,3474.0,468,695.9145299145299,6 Ave & Spring St,40.7252556952547,-74.00412082672119
March,3477.0,206,1534.8106796116506,39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977447831,-74.0106278657913
March,3478.0,511,1795.5812133072407,2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708866668485,-74.00870203971863
March,3486.0,1790,833.6184357541899,Schermerhorn St & Bond St,40.68841742754083,-73.98451656103134
March,3490.0,417,788.1798561151079,E 116 St & 2 Ave,40.796879,-73.93726099999999
March,3491.0,627,779.5406698564593,E 118 St & 1 Ave,40.797470000000004,-73.93504
March,3492.0,204,1434.887254901961,E 118 St & Park Ave,40.8005385,-73.9419949
March,3493.0,466,751.9141630901288,E 118 St & 3 Ave,40.799139000000004,-73.9389152
March,3494.0,556,1317.6438848920864,E 115 St & Lexington Ave,40.797911,-73.9423
March,3495.0,380,795.2684210526315,E 114 St & 1 Ave,40.79456629999999,-73.9362541
March,3496.0,968,856.2892561983471,1 Ave & E 110 St,40.7923272,-73.9383
March,3497.0,1077,738.3426183844011,Pleasant Ave & E 116 St,40.794987899999995,-73.9333349
March,3498.0,399,990.8621553884711,Pleasant Ave & E 120 St,40.7974772,-73.9311847
March,3499.0,384,1109.1484375,2 Ave & E 122 St,40.8006721,-73.9349
March,3500.0,382,979.109947643979,E 115 St & Madison Ave,40.7989445,-73.944846
March,3501.0,510,648.7803921568627,E 118 St & Madison Ave,40.801486600000004,-73.9442507
March,3502.0,640,916.3015625,Lexington Ave & E 111 St,40.79541210000001,-73.9441232
March,3503.0,334,676.6077844311377,Madison Ave & E 120 St,40.80295,-73.942954
March,3504.0,436,684.394495412844,E 123 St & Lexington Ave,40.802926299999996,-73.9379
March,3505.0,262,935.1412213740458,Lexington Ave & E 127 St,40.805726,-73.936322
March,3506.0,368,709.4592391304348,Lexington Ave & E 120 St,40.8013066,-73.93981670000001
March,3507.0,2054,653.6110029211295,Park Ave & E 124 St,40.8045555,-73.93968609999999
March,3508.0,1101,915.9046321525885,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
March,3509.0,581,794.4027538726334,Lenox Ave & W 115 St,40.8011939,-73.9500739
March,3510.0,629,995.6486486486486,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373
March,3511.0,403,1150.7791563275434,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
March,3512.0,74,7077.6621621621625,27 Ave & 4 St,40.7747175,-73.93378940000001
March,3513.0,155,1077.1548387096775,21 St & Hoyt Ave S,40.774645,-73.92370600000001
March,3514.0,297,1043.6632996632998,Astoria Park S & Shore Blvd,40.7767,-73.927631
March,3515.0,352,2133.8835227272725,24 Ave & 26 St,40.774591,-73.918544
March,3516.0,433,970.743648960739,31 St & Astoria Blvd,40.76991760000001,-73.91840570000001
March,3517.0,270,545.9037037037037,31 St & Hoyt Ave N,40.771152799999996,-73.9170074
March,3518.0,968,874.2696280991736,Lenox Ave & W 126 St,40.808442,-73.94520870000001
March,3520.0,525,1233.230476190476,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
March,3521.0,1887,1011.8404875463699,Lenox Ave & W 111 St,40.7987859,-73.9523
March,3522.0,228,1036.0263157894738,37 St & 24 Ave,40.7701477,-73.9120938
March,3523.0,277,799.7797833935018,24 Ave & 29 St,40.7729,-73.91614200000001
March,3524.0,320,573.921875,19 St & 24 Ave,40.777455200000006,-73.9225403
March,3525.0,175,515.0114285714286,23 Ave & 27 St,40.776165,-73.9153175
March,3526.0,994,686.989939637827,31 St & 23 Ave,40.7747878,-73.91255509999999
March,3527.0,337,1771.0089020771513,5 Ave & E 126 St,40.806979999999996,-73.94174699999999
March,3528.0,289,733.204152249135,Steinway St & 23 Ave,40.771393700000004,-73.9077436
March,3529.0,912,1617.532894736842,Lenox Ave & W 130 St,40.8107922,-73.9430681
March,3530.0,201,653.1641791044776,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
March,3531.0,409,1224.9119804400978,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
March,3532.0,359,1089.4484679665738,Ditmars Blvd & 19 St,40.78145,-73.9183302
March,3533.0,816,884.5196078431372,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999
March,3534.0,1236,1355.401294498382,Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000001
March,3535.0,669,650.6547085201794,Mt Morris Park W & W 120 St,40.804038,-73.945925
March,3536.0,796,1213.8178391959798,W 116 St & Broadway,40.8082,-73.9641
March,3537.0,921,763.6340933767644,Carlton Ave & Dean St,40.68097410000001,-73.97100970000001
March,3538.0,911,936.8068057080131,W 110 St & Amsterdam Ave,40.802692,-73.96295
March,3539.0,842,776.7850356294537,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
March,3540.0,556,1286.9820143884892,Morningside Ave & W 123 St,40.81,-73.9551508
March,3541.0,587,1550.1942078364566,Amsterdam Ave & W 125 St,40.813358,-73.956461
March,3542.0,610,1070.0295081967213,Amsterdam Ave & W 119 St,40.8086249,-73.9596214
March,3543.0,351,920.6894586894587,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917357
March,3544.0,654,672.7079510703364,Underhill Ave & Pacific St,40.6804836,-73.9646795
March,3545.0,487,924.0184804928132,Broadway & W 122 St,40.8120562,-73.9612547
March,3546.0,289,585.7647058823529,Pacific St & Classon Ave,40.67919439999999,-73.95879029999999
March,3547.0,979,2257.6251276813073,Broadway & Moylan Pl,40.8143256,-73.9590255
March,3549.0,910,651.8813186813187,Grand Ave & Bergen St,40.678045000000004,-73.962408
March,3551.0,321,1214.03738317757,3 Ave & E 112 St,40.795508,-73.94160600000001
March,3552.0,815,901.2871165644171,W 113 St & Broadway,40.805973,-73.964928
March,3553.0,1362,936.7283406754773,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145
March,3554.0,180,1113.0833333333333,Vernon Blvd & 41 Rd,40.7552433,-73.94856779999999
March,3555.0,633,698.3965244865719,28 St & 41 Ave,40.751047,-73.93796999999999
March,3556.0,444,705.9864864864865,24 St & 41 Ave,40.752708500000004,-73.9397405
March,3557.0,195,690.974358974359,40 Ave & 9 St,40.75742,-73.945133
March,3558.0,1069,802.644527595884,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999999
March,3559.0,81,592.395061728395,21 St & 38 Ave,40.7576314,-73.9391224
March,3560.0,345,735.831884057971,28 St & 38 Ave,40.754876,-73.934326
March,3561.0,254,701.4724409448819,37 Ave & 35 St,40.7531106,-73.9279917
March,3562.0,1020,677.6313725490196,Classon Ave & St Marks Ave,40.676519799999994,-73.9596082
March,3563.0,210,631.6190476190476,28 St & 36 Ave,40.757186,-73.93271899999999
March,3564.0,114,610.219298245614,21 St & 36 Ave,40.760185299999996,-73.9362726
March,3565.0,220,869.8818181818182,36 Ave & 10 St,40.7614376,-73.9411265
March,3566.0,210,836.8285714285714,Crescent St & 35 Ave,40.7596276,-73.93214549999999
March,3567.0,92,624.3913043478261,11 St & 35 Ave,40.76274420000001,-73.9391141
March,3568.0,358,1159.0698324022346,34 St & 35 Ave,40.756933200000006,-73.92622309999999
March,3569.0,560,969.0928571428572,Franklin Ave & St Marks Ave,40.6758324,-73.95616770000001
March,3570.0,369,793.9241192411924,35 Ave & 37 St,40.7557327,-73.92366109999999
March,3571.0,840,851.6583333333333,Bedford Ave & Bergen St,40.676368,-73.95291800000001
March,3572.0,915,578.24043715847,34 Ave & 38 St,40.756913,-73.921631
March,3573.0,272,667.7242647058823,35 St & 34 Ave,40.7580583,-73.92427509999999
March,3574.0,753,793.9096945551129,Prospect Pl & Underhill Ave,40.6769694,-73.96579
March,3575.0,324,904.9351851851852,Crescent St & 34 Ave,40.76108,-73.930562
March,3576.0,1211,728.5425268373245,Park Pl & Vanderbilt Ave,40.6767,-73.969024
March,3577.0,228,1344.811403508772,34 Ave & 21 St,40.762813799999996,-73.9342862
March,3578.0,437,717.8032036613272,Park Pl & Franklin Ave,40.67418060000001,-73.95649470000001
March,3579.0,594,791.8771043771044,Sterling Pl & Bedford Ave,40.672695000000004,-73.954131
March,3580.0,802,1072.0498753117206,St Johns Pl & Washington Ave,40.6737236,-73.9631611
March,3581.0,913,958.5147864184008,Underhill Ave & Lincoln Pl,40.674012299999994,-73.9671457
March,3582.0,312,1003.8878205128206,Lincoln Pl & Classon Ave,40.672168299999996,-73.9609
March,3583.0,660,1261.6560606060607,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145
March,3584.0,1171,771.472245943638,Eastern Pkwy & Franklin Ave,40.670776700000005,-73.9576801
March,3585.0,284,1062.774647887324,Union St & Bedford Ave,40.6691783,-73.9554162
March,3586.0,135,585.3481481481482,34 Ave & 13 St,40.763875299999995,-73.9364848
March,3587.0,245,873.3918367346939,Carroll St & Washington Ave,40.6686744,-73.9618148
March,3588.0,373,901.6997319034853,Vernon Blvd & 10 St,40.7671863,-73.9373554
March,3589.0,315,1277.926984126984,Broadway & 12 St,40.7668,-73.93477740000002
March,3590.0,146,816.417808219178,Carroll St & Franklin Ave,40.6679411,-73.9588
March,3591.0,383,584.2062663185378,21 St & 31 Dr,40.7659,-73.930819
March,3592.0,455,873.367032967033,Crescent St & Broadway,40.7633589,-73.92864709999999
March,3593.0,827,1717.0229746070133,31 St & Broadway,40.761584,-73.925921
March,3595.0,358,1056.4944134078212,35 St & Broadway,40.760339,-73.9222427
March,3596.0,97,1570.9484536082475,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686
March,3597.0,529,875.9678638941399,43 St & Broadway,40.7577284,-73.9166368
March,3598.0,256,1080.296875,Newton Rd & 44 St,40.7595701,-73.91426779999999
March,3599.0,779,1472.7715019255456,Franklin Ave & Empire Blvd,40.663140000000006,-73.96056949999999
March,3601.0,149,6084.234899328859,Sterling St & Bedford Ave,40.6627059,-73.9569115
March,3602.0,552,780.9347826086956,31 Ave & 34 St,40.763154,-73.920827
March,3603.0,358,669.4720670391062,31 Ave & 30 St,40.7647,-73.9240312
March,3604.0,323,5667.773993808049,Rogers Ave & Sterling St,40.6630619,-73.95387459999999
March,3605.0,337,677.5905044510386,31 Ave & Crescent St,40.765834600000005,-73.9265474
March,3606.0,334,768.8443113772455,49 Ave & 21 St,40.74252,-73.948852
March,3607.0,206,512.2621359223301,31 Ave & 14 St,40.7682,-73.9322662
